InvoiceNo,InvoiceDate,CustomerID,Country,ProductID,ProductDescription,Quantity,UnitPrice,TotalAmount
INV158055,2024-10-26,CUST0187,India,P1013,Sticky Notes Pack,1,4.1,4.1
INV845355,2023-09-20,CUST0579,Brazil,P1009,Backpack,3,45.21,135.63
INV437528,2024-03-24,CUST0087,Australia,P1010,Phone Case,3,10.23,30.69
INV239496,2024-08-06,CUST0757,Usa,P1011,Table Lamp,2,26.98,53.96
INV161248,2023-12-28,CUST0477,Usa,P1003,Notebook Set,2,6.65,13.3
INV481282,2024-09-16,CUST0399,France,P1008,Water Bottle,4,11.86,47.44
INV518096,2024-03-04,CUST0298,Canada,P1015,Winter Jacket,5,124.05,620.25
INV256945,2024-06-15,CUST0088,Germany,P1003,Notebook Set,5,6.75,33.75
INV527640,2024-11-09,CUST0441,Usa,P1011,Table Lamp,4,27.02,108.08
INV903981,2024-09-25,CUST0782,Australia,P1013,Sticky Notes Pack,1,4.1,4.1
INV681849,2023-10-29,CUST0406,France,P1011,Table Lamp,5,26.74,133.7
INV257290,2023-01-01,CUST0570,Brazil,P1008,Water Bottle,4,10.97,43.88
INV314244,2024-08-20,CUST0776,Germany,P1007,Yoga Mat,3,20.89,62.67
INV375298,2023-06-06,CUST0588,France,P1002,Bluetooth Speaker,4,35.52,142.08
INV143056,2024-12-30,CUST0580,France,P1010,Phone Case,5,10.11,50.55
INV164417,2024-12-03,CUST0187,India,P1002,Bluetooth Speaker,4,36.22,144.88
INV488199,2024-09-27,CUST0406,France,P1008,Water Bottle,5,11.09,55.45
INV551602,2024-05-16,CUST0311,Uk,P1014,Running Shoes,2,62.01,124.02
INV637230,2024-01-20,CUST0733,Usa,P1007,Yoga Mat,2,19.83,39.66
INV402034,2024-12-04,CUST0679,Uk,P1004,Desk Lamp,1,22.7,22.7
INV416184,2024-10-12,CUST0343,Usa,P1010,Phone Case,3,9.5,28.5
INV154803,2024-08-24,CUST0722,Usa,P1005,Office Chair,4,89.84,359.36
INV916457,2024-12-20,CUST0384,France,P1009,Backpack,4,43.84,175.36
INV279615,2024-02-26,CUST0772,Australia,P1004,Desk Lamp,3,21.04,63.12
INV551950,2023-10-30,CUST0519,France,P1003,Notebook Set,4,7.06,28.24
INV283073,2024-08-18,CUST0203,Australia,P1003,Notebook Set,2,6.49,12.98
INV862293,2023-06-17,CUST0198,Uk,P1007,Yoga Mat,5,19.97,99.85
INV839817,2024-06-16,CUST0370,India,P1001,Wireless Mouse,3,15.36,46.08
INV818722,2024-11-14,CUST0522,Germany,P1005,Office Chair,2,89.06,178.12
INV104038,2024-04-11,CUST0315,Germany,P1003,Notebook Set,4,6.92,27.68
INV783023,2024-09-05,CUST0453,Uk,P1004,Desk Lamp,2,23.03,46.06
INV333123,2024-10-31,CUST0016,France,P1003,Notebook Set,4,6.92,27.68
INV334649,2024-03-06,CUST0630,India,P1004,Desk Lamp,2,21.22,42.44
INV579367,2023-01-01,CUST0351,Australia,P1003,Notebook Set,4,6.65,26.6
INV349909,2023-08-15,CUST0505,Uk,P1002,Bluetooth Speaker,1,35.79,35.79
INV235349,2024-08-17,CUST0042,Uk,P1001,Wireless Mouse,1,15.36,15.36
INV758355,2023-06-01,CUST0382,Germany,P1002,Bluetooth Speaker,2,36.05,72.1
INV303464,2024-02-24,CUST0477,Usa,P1002,Bluetooth Speaker,2,33.51,67.02
INV664300,2024-07-14,CUST0555,India,P1004,Desk Lamp,5,22.73,113.65
INV238281,2024-05-29,CUST0107,France,P1008,Water Bottle,4,11.19,44.76
INV176501,2024-02-04,CUST0276,India,P1001,Wireless Mouse,1,16.4,16.4
INV659477,2024-05-31,CUST0094,France,P1015,Winter Jacket,1,114.6,114.6
INV199614,2024-09-19,CUST0109,Australia,P1001,Wireless Mouse,3,15.57,46.71
INV757951,2023-01-01,CUST0240,France,P1012,Gaming Headset,2,57.3,114.6
INV427658,2023-09-12,CUST0502,Usa,P1012,Gaming Headset,1,53.44,53.44
INV933553,2024-08-11,CUST0411,France,P1012,Gaming Headset,1,54.92,54.92
INV216588,2024-04-09,CUST0346,Canada,P1014,Running Shoes,5,61.99,309.95
INV798274,2024-05-08,CUST0482,India,P1004,Desk Lamp,2,21.08,42.16
INV125801,2024-10-31,CUST0648,Usa,P1013,Sticky Notes Pack,3,4.06,12.18
INV589969,2024-11-15,CUST0436,Brazil,P1007,Yoga Mat,1,20.54,20.54
INV639900,2023-09-15,CUST0068,France,P1014,Running Shoes,1,63.53,63.53
INV801494,2024-08-22,CUST0357,Canada,P1015,Winter Jacket,2,115.03,230.06
INV730706,2024-07-23,CUST0208,Usa,P1011,Table Lamp,4,27.31,109.24
INV817193,2023-01-01,CUST0665,India,P1006,Coffee Mug,1,8.1,8.1
INV516074,2024-10-22,CUST0699,Germany,P1013,Sticky Notes Pack,2,4.07,8.14
INV198635,2024-09-12,CUST0637,France,P1003,Notebook Set,5,6.52,32.6
INV291440,2023-04-20,CUST0238,Germany,P1014,Running Shoes,1,64.54,64.54
INV664300,2024-07-14,CUST0555,India,P1005,Office Chair,1,91.4,91.4
INV353365,2024-12-17,CUST0765,France,P1011,Table Lamp,2,28.34,56.68
INV986858,2023-01-01,CUST0370,India,P1008,Water Bottle,2,11.97,23.94
INV399177,2024-09-22,CUST0061,Usa,P1008,Water Bottle,1,11.36,11.36
INV687489,2024-08-24,CUST0676,Canada,P1009,Backpack,2,43.8,87.6
INV988168,2024-12-05,CUST0608,Canada,P1009,Backpack,4,42.82,171.28
INV282516,2024-06-19,CUST0758,Uk,P1001,Wireless Mouse,3,15.87,47.61
INV634923,2023-05-19,CUST0493,Canada,P1004,Desk Lamp,1,22.61,22.61
INV880188,2023-09-11,CUST0010,Usa,P1006,Coffee Mug,2,8.32,16.64
INV471991,2023-07-30,CUST0579,Brazil,P1008,Water Bottle,5,11.34,56.7
INV278328,2024-06-30,CUST0740,Brazil,P1013,Sticky Notes Pack,1,4.43,4.43
INV875414,2023-12-15,CUST0638,Brazil,P1002,Bluetooth Speaker,1,36.18,36.18
INV338578,2023-08-26,CUST0322,India,P1015,Winter Jacket,5,120.53,602.65
INV950331,2023-09-13,CUST0502,Usa,P1010,Phone Case,5,9.84,49.2
INV774505,2024-12-25,CUST0679,Uk,P1007,Yoga Mat,5,19.75,98.75
INV172297,2024-12-09,CUST0655,Uk,P1014,Running Shoes,1,63.59,63.59
INV916539,2024-04-10,CUST0580,France,P1002,Bluetooth Speaker,5,33.64,168.2
INV864565,2024-03-12,CUST0098,Australia,P1012,Gaming Headset,5,55.37,276.85
INV562776,2024-10-21,CUST0139,India,P1012,Gaming Headset,4,55.33,221.32
INV891890,2024-08-21,CUST0323,Germany,P1012,Gaming Headset,1,52.45,52.45
INV204287,2024-09-18,CUST0034,Canada,P1002,Bluetooth Speaker,2,33.54,67.08
INV396015,2024-11-20,CUST0164,France,P1013,Sticky Notes Pack,2,4.16,8.32
INV985470,2024-11-04,CUST0333,Canada,P1010,Phone Case,4,9.94,39.76
INV576287,2023-11-13,CUST0505,Uk,P1001,Wireless Mouse,3,15.54,46.62
INV776452,2024-07-12,CUST0177,France,P1011,Table Lamp,3,27.72,83.16
INV344862,2023-01-01,CUST0453,Uk,P1011,Table Lamp,4,26.14,104.56
INV554508,2024-09-30,CUST0289,France,P1008,Water Bottle,4,11.11,44.44
INV894878,2023-05-24,CUST0406,France,P1005,Office Chair,1,90.33,90.33
INV524271,2024-04-07,CUST0127,India,P1003,Notebook Set,3,6.54,19.62
INV348081,2024-07-31,CUST0670,Brazil,P1002,Bluetooth Speaker,2,35.82,71.64
INV317684,2023-07-03,CUST0176,Usa,P1002,Bluetooth Speaker,2,36.18,72.36
INV109615,2024-07-26,CUST0490,Canada,P1001,Wireless Mouse,5,16.64,83.2
INV195629,2024-07-24,CUST0169,Brazil,P1002,Bluetooth Speaker,4,33.27,133.08
INV383003,2024-12-03,CUST0357,Canada,P1015,Winter Jacket,2,124.28,248.56
INV451007,2024-10-29,CUST0150,Germany,P1014,Running Shoes,3,67.93,203.79
INV607747,2024-06-07,CUST0363,Germany,P1007,Yoga Mat,2,19.75,39.5
INV462493,2023-12-06,CUST0630,India,P1005,Office Chair,3,86.06,258.18
INV609306,2024-08-22,CUST0359,Usa,P1003,Notebook Set,1,6.52,6.52
INV945474,2023-01-01,CUST0301,Australia,P1009,Backpack,1,43.19,43.19
INV873069,2023-08-13,CUST0261,India,P1005,Office Chair,5,87.72,438.6
INV928492,2024-05-16,CUST0532,France,P1008,Water Bottle,3,11.93,35.79
INV628600,2024-06-16,CUST0406,France,P1004,Desk Lamp,2,21.33,42.66
INV212804,2024-04-26,CUST0532,France,P1003,Notebook Set,2,6.65,13.3
INV752836,2024-12-17,CUST0678,Germany,P1011,Table Lamp,2,28.76,57.52
INV166594,2023-07-13,CUST0400,Uk,P1008,Water Bottle,2,11.73,23.46
INV342437,2024-09-09,CUST0776,Germany,P1009,Backpack,1,46.54,46.54
INV872309,2024-10-28,CUST0069,Canada,P1013,Sticky Notes Pack,2,4.41,8.82
INV288293,2024-05-08,CUST0252,Australia,P1005,Office Chair,5,89.08,445.4
INV443033,2023-10-25,CUST0782,Australia,P1003,Notebook Set,3,6.92,20.76
INV684692,2024-07-06,CUST0585,Brazil,P1013,Sticky Notes Pack,1,4.08,4.08
INV275704,2024-04-10,CUST0400,Uk,P1003,Notebook Set,3,6.53,19.59
INV516148,2024-05-06,CUST0260,Canada,P1008,Water Bottle,3,11.94,35.82
INV769572,2024-07-11,CUST0350,France,P1013,Sticky Notes Pack,3,4.13,12.39
INV719374,2024-10-11,CUST0738,Canada,P1015,Winter Jacket,3,119.04,357.12
INV630641,2023-01-01,CUST0301,Australia,P1011,Table Lamp,4,27.72,110.88
INV608123,2023-10-28,CUST0661,India,P1003,Notebook Set,3,6.71,20.13
INV925004,2024-05-10,CUST0249,Brazil,P1008,Water Bottle,5,11.92,59.6
INV521777,2024-09-12,CUST0788,India,P1015,Winter Jacket,5,115.8,579.0
INV231117,2024-11-07,CUST0482,India,P1011,Table Lamp,3,27.66,82.98
INV934956,2023-01-01,CUST0499,France,P1012,Gaming Headset,2,53.46,106.92
INV340436,2024-11-08,CUST0386,India,P1011,Table Lamp,5,27.86,139.3
INV717457,2024-08-31,CUST0405,Germany,P1002,Bluetooth Speaker,4,35.96,143.84
INV422071,2024-08-16,CUST0580,France,P1007,Yoga Mat,3,20.45,61.35
INV257998,2024-09-10,CUST0557,India,P1009,Backpack,2,43.15,86.3
INV387991,2024-11-05,CUST0073,Canada,P1010,Phone Case,5,10.44,52.2
INV458761,2023-01-01,CUST0725,Uk,P1005,Office Chair,4,93.68,374.72
INV126057,2024-08-08,CUST0176,Usa,P1007,Yoga Mat,1,19.74,19.74
INV442308,2023-01-01,CUST0661,India,P1010,Phone Case,4,9.96,39.84
INV285436,2024-05-23,CUST0731,India,P1013,Sticky Notes Pack,3,4.36,13.08
INV894513,2024-02-15,CUST0585,Brazil,P1007,Yoga Mat,1,20.87,20.87
INV454272,2024-10-28,CUST0329,Uk,P1006,Coffee Mug,4,7.89,31.56
INV529252,2024-01-14,CUST0666,Canada,P1010,Phone Case,2,9.75,19.5
INV909218,2024-09-29,CUST0738,Canada,P1008,Water Bottle,4,11.6,46.4
INV629474,2024-04-27,CUST0561,Canada,P1009,Backpack,1,43.14,43.14
INV205214,2024-08-16,CUST0089,Usa,P1012,Gaming Headset,3,54.92,164.76
INV489593,2024-11-30,CUST0647,Germany,P1002,Bluetooth Speaker,5,33.38,166.9
INV789289,2023-10-22,CUST0619,India,P1005,Office Chair,3,93.11,279.33
INV682367,2023-05-06,CUST0688,Usa,P1015,Winter Jacket,5,125.39,626.95
INV509904,2023-01-01,CUST0622,France,P1014,Running Shoes,3,66.64,199.92
INV165062,2023-01-01,CUST0214,Australia,P1010,Phone Case,4,10.0,40.0
INV997924,2024-04-25,CUST0299,Germany,P1003,Notebook Set,3,6.84,20.52
INV392162,2023-09-03,CUST0616,Canada,P1009,Backpack,3,43.23,129.69
INV546682,2023-01-01,CUST0153,India,P1011,Table Lamp,5,27.48,137.4
INV178647,2024-10-28,CUST0301,Australia,P1007,Yoga Mat,2,20.52,41.04
INV610834,2024-04-08,CUST0187,India,P1002,Bluetooth Speaker,4,34.3,137.2
INV669826,2024-09-04,CUST0373,Brazil,P1012,Gaming Headset,1,56.33,56.33
INV102850,2024-05-20,CUST0778,Uk,P1004,Desk Lamp,4,21.73,86.92
INV113355,2024-08-22,CUST0359,Usa,P1004,Desk Lamp,4,21.06,84.24
INV156431,2024-08-31,CUST0004,India,P1013,Sticky Notes Pack,5,4.11,20.55
INV668179,2023-01-01,CUST0546,Australia,P1011,Table Lamp,5,27.34,136.7
INV465542,2024-08-06,CUST0742,India,P1006,Coffee Mug,4,8.04,32.16
INV836148,2024-06-26,CUST0233,Brazil,P1001,Wireless Mouse,4,15.36,61.44
INV573517,2024-05-03,CUST0004,India,P1008,Water Bottle,1,11.2,11.2
INV705784,2023-01-17,CUST0325,India,P1008,Water Bottle,1,11.35,11.35
INV522659,2024-10-01,CUST0460,Uk,P1014,Running Shoes,5,63.54,317.7
INV710667,2023-10-19,CUST0751,Canada,P1009,Backpack,4,44.36,177.44
INV767551,2024-08-30,CUST0019,Australia,P1001,Wireless Mouse,4,15.55,62.2
INV110145,2024-09-03,CUST0788,India,P1010,Phone Case,1,9.8,9.8
INV507378,2024-11-22,CUST0574,India,P1009,Backpack,1,43.76,43.76
INV494809,2024-06-30,CUST0315,Germany,P1014,Running Shoes,1,67.05,67.05
INV911291,2024-10-26,CUST0192,Canada,P1013,Sticky Notes Pack,2,4.34,8.68
INV263823,2024-12-14,CUST0321,Germany,P1012,Gaming Headset,2,54.61,109.22
INV101283,2024-08-03,CUST0559,India,P1014,Running Shoes,3,62.6,187.8
INV569884,2024-07-02,CUST0052,Australia,P1002,Bluetooth Speaker,5,35.08,175.4
INV341688,2023-01-01,CUST0756,Canada,P1009,Backpack,1,43.17,43.17
INV228411,2024-02-05,CUST0637,France,P1009,Backpack,3,45.24,135.72
INV247869,2023-01-01,CUST0603,Canada,P1011,Table Lamp,4,27.82,111.28
INV349485,2024-06-12,CUST0301,Australia,P1007,Yoga Mat,3,20.71,62.13
INV643521,2024-12-04,CUST0441,Usa,P1004,Desk Lamp,4,22.78,91.12
INV406617,2024-10-12,CUST0590,Brazil,P1009,Backpack,3,45.07,135.21
INV357032,2024-08-25,CUST0194,Canada,P1007,Yoga Mat,3,20.56,61.68
INV341814,2024-06-14,CUST0218,Australia,P1013,Sticky Notes Pack,2,4.21,8.42
INV637225,2023-01-01,CUST0694,Germany,P1010,Phone Case,4,10.14,40.56
INV825160,2024-08-24,CUST0694,Germany,P1008,Water Bottle,4,11.72,46.88
INV371687,2023-09-17,CUST0646,Usa,P1007,Yoga Mat,1,19.88,19.88
INV470019,2024-10-24,CUST0308,France,P1007,Yoga Mat,4,20.12,80.48
INV501775,2024-11-28,CUST0694,Germany,P1006,Coffee Mug,1,8.66,8.66
INV342821,2023-01-01,CUST0098,Australia,P1011,Table Lamp,5,26.62,133.1
INV714927,2024-11-14,CUST0646,Usa,P1004,Desk Lamp,4,21.68,86.72
INV131819,2024-12-12,CUST0076,India,P1010,Phone Case,1,10.07,10.07
INV503846,2023-01-01,CUST0665,India,P1003,Notebook Set,3,7.03,21.09
INV316167,2024-04-20,CUST0240,France,P1011,Table Lamp,5,28.49,142.45
INV242323,2024-04-15,CUST0681,Germany,P1008,Water Bottle,2,11.57,23.14
INV507946,2024-08-07,CUST0505,Uk,P1015,Winter Jacket,3,125.05,375.15
INV598224,2024-07-05,CUST0208,Usa,P1009,Backpack,3,44.0,132.0
INV440628,2024-11-18,CUST0489,Brazil,P1002,Bluetooth Speaker,1,34.64,34.64
INV215877,2024-12-16,CUST0457,Uk,P1001,Wireless Mouse,4,16.34,65.36
INV564912,2023-08-20,CUST0271,Australia,P1014,Running Shoes,3,67.98,203.94
INV973009,2023-10-26,CUST0742,India,P1004,Desk Lamp,1,22.71,22.71
INV309872,2024-12-07,CUST0520,Germany,P1010,Phone Case,3,9.87,29.61
INV829894,2023-01-01,CUST0457,Uk,P1007,Yoga Mat,1,20.52,20.52
INV415555,2023-11-22,CUST0283,Usa,P1001,Wireless Mouse,1,15.91,15.91
INV761314,2024-05-28,CUST0731,India,P1015,Winter Jacket,4,116.6,466.4
INV267753,2024-03-05,CUST0067,Uk,P1011,Table Lamp,3,26.6,79.8
INV906387,2024-07-23,CUST0454,Canada,P1013,Sticky Notes Pack,3,4.37,13.11
INV260251,2024-06-07,CUST0581,Usa,P1015,Winter Jacket,5,119.59,597.95
INV617177,2024-09-19,CUST0006,France,P1007,Yoga Mat,2,20.71,41.42
INV711896,2023-11-11,CUST0315,Germany,P1007,Yoga Mat,3,19.63,58.89
INV953804,2023-04-10,CUST0686,Canada,P1012,Gaming Headset,4,55.61,222.44
INV352460,2023-11-09,CUST0623,India,P1011,Table Lamp,5,28.25,141.25
INV724928,2024-12-19,CUST0589,Usa,P1005,Office Chair,1,90.55,90.55
INV583213,2023-09-05,CUST0704,France,P1008,Water Bottle,5,11.09,55.45
INV629396,2023-12-24,CUST0136,Canada,P1006,Coffee Mug,5,8.3,41.5
INV716145,2023-01-01,CUST0046,Uk,P1005,Office Chair,1,88.96,88.96
INV918520,2024-02-19,CUST0143,Germany,P1003,Notebook Set,2,6.62,13.24
INV643233,2024-08-12,CUST0315,Germany,P1012,Gaming Headset,2,54.48,108.96
INV459121,2024-12-10,CUST0207,Usa,P1001,Wireless Mouse,4,16.29,65.16
INV544562,2023-09-21,CUST0068,France,P1014,Running Shoes,4,64.22,256.88
INV448918,2024-06-30,CUST0333,Canada,P1015,Winter Jacket,4,114.1,456.4
INV210456,2024-12-11,CUST0297,Usa,P1002,Bluetooth Speaker,5,34.02,170.1
INV392946,2024-05-24,CUST0591,India,P1009,Backpack,5,44.03,220.15
INV768644,2024-06-28,CUST0152,Uk,P1003,Notebook Set,4,6.52,26.08
INV598442,2024-12-16,CUST0551,Brazil,P1012,Gaming Headset,3,52.87,158.61
INV743317,2024-02-12,CUST0345,France,P1014,Running Shoes,4,64.2,256.8
INV436772,2024-07-11,CUST0526,Germany,P1001,Wireless Mouse,1,15.73,15.73
INV809932,2024-09-28,CUST0019,Australia,P1013,Sticky Notes Pack,2,4.13,8.26
INV750495,2024-07-26,CUST0740,Brazil,P1013,Sticky Notes Pack,5,4.38,21.9
INV695578,2024-03-16,CUST0266,Australia,P1004,Desk Lamp,1,22.11,22.11
INV577387,2024-11-22,CUST0195,Australia,P1007,Yoga Mat,1,20.68,20.68
INV687066,2024-11-24,CUST0139,India,P1015,Winter Jacket,2,123.15,246.3
INV571032,2023-03-13,CUST0599,Usa,P1013,Sticky Notes Pack,4,4.21,16.84
INV430337,2024-12-25,CUST0007,Brazil,P1008,Water Bottle,4,11.5,46.0
INV310567,2024-07-11,CUST0486,Usa,P1006,Coffee Mug,5,8.11,40.55
INV833949,2024-05-27,CUST0349,France,P1005,Office Chair,5,92.37,461.85
INV868912,2024-11-28,CUST0150,Germany,P1001,Wireless Mouse,2,15.39,30.78
INV461030,2023-09-20,CUST0518,Germany,P1015,Winter Jacket,2,115.09,230.18
INV753005,2023-09-06,CUST0103,India,P1003,Notebook Set,1,7.0,7.0
INV112073,2024-03-11,CUST0100,Usa,P1004,Desk Lamp,3,22.98,68.94
INV741525,2024-11-20,CUST0240,France,P1007,Yoga Mat,2,20.26,40.52
INV761314,2024-05-28,CUST0731,India,P1008,Water Bottle,2,12.0,24.0
INV965521,2023-03-04,CUST0425,Brazil,P1004,Desk Lamp,5,21.34,106.7
INV367797,2024-04-29,CUST0331,Uk,P1001,Wireless Mouse,1,15.63,15.63
INV487097,2024-04-24,CUST0289,France,P1009,Backpack,2,43.76,87.52
INV976494,2023-12-09,CUST0507,Brazil,P1014,Running Shoes,4,67.95,271.8
INV506118,2024-09-19,CUST0134,Usa,P1006,Coffee Mug,4,8.51,34.04
INV889566,2024-07-05,CUST0676,Canada,P1011,Table Lamp,2,28.32,56.64
INV117833,2024-03-11,CUST0343,Usa,P1009,Backpack,1,43.37,43.37
INV397062,2024-03-08,CUST0538,France,P1001,Wireless Mouse,1,15.29,15.29
INV228723,2024-02-28,CUST0147,Germany,P1008,Water Bottle,1,11.84,11.84
INV447692,2023-10-28,CUST0361,Brazil,P1006,Coffee Mug,1,8.56,8.56
INV607622,2024-01-08,CUST0797,India,P1005,Office Chair,3,87.01,261.03
INV685688,2024-09-13,CUST0735,Brazil,P1014,Running Shoes,4,62.89,251.56
INV369605,2023-10-11,CUST0286,Australia,P1010,Phone Case,3,10.25,30.75
INV316707,2024-12-23,CUST0230,India,P1007,Yoga Mat,3,20.98,62.94
INV685070,2023-10-15,CUST0596,Australia,P1002,Bluetooth Speaker,3,33.85,101.55
INV811417,2024-10-18,CUST0691,Germany,P1006,Coffee Mug,4,8.32,33.28
INV467567,2024-10-31,CUST0478,France,P1004,Desk Lamp,3,21.05,63.15
INV569649,2023-10-08,CUST0367,Usa,P1014,Running Shoes,4,64.35,257.4
INV236406,2024-01-31,CUST0732,Germany,P1001,Wireless Mouse,5,15.48,77.4
INV409714,2024-04-30,CUST0327,Usa,P1006,Coffee Mug,1,8.49,8.49
INV797472,2024-03-06,CUST0561,Canada,P1008,Water Bottle,5,11.14,55.7
INV783849,2023-12-24,CUST0622,France,P1011,Table Lamp,3,27.67,83.01
INV559803,2024-08-28,CUST0593,Australia,P1013,Sticky Notes Pack,1,4.23,4.23
INV813377,2024-12-13,CUST0637,France,P1011,Table Lamp,4,27.63,110.52
INV504729,2023-01-01,CUST0432,Australia,P1010,Phone Case,2,10.1,20.2
INV893743,2023-08-02,CUST0113,Germany,P1004,Desk Lamp,4,22.52,90.08
INV737881,2023-08-09,CUST0500,Brazil,P1011,Table Lamp,5,28.32,141.6
INV188038,2023-01-01,CUST0232,Brazil,P1007,Yoga Mat,3,19.55,58.65
INV474290,2023-07-11,CUST0425,Brazil,P1011,Table Lamp,3,26.92,80.76
INV621104,2024-10-12,CUST0461,India,P1010,Phone Case,4,10.21,40.84
INV404170,2024-01-07,CUST0477,Usa,P1001,Wireless Mouse,4,16.14,64.56
INV695498,2023-01-01,CUST0240,France,P1004,Desk Lamp,3,22.19,66.57
INV525159,2024-11-02,CUST0350,France,P1003,Notebook Set,4,6.96,27.84
INV605008,2024-01-04,CUST0342,Germany,P1011,Table Lamp,2,26.62,53.24
INV390009,2023-09-18,CUST0705,Australia,P1008,Water Bottle,2,11.17,22.34
INV266421,2024-06-29,CUST0021,Brazil,P1002,Bluetooth Speaker,2,35.88,71.76
INV119089,2024-12-29,CUST0103,India,P1006,Coffee Mug,2,8.52,17.04
INV152932,2023-08-21,CUST0187,India,P1011,Table Lamp,5,27.6,138.0
INV340450,2024-12-14,CUST0149,Brazil,P1010,Phone Case,5,9.52,47.6
INV305043,2024-06-30,CUST0311,Uk,P1010,Phone Case,2,10.41,20.82
INV202899,2024-03-25,CUST0213,Australia,P1001,Wireless Mouse,1,16.7,16.7
INV363970,2023-01-01,CUST0373,Brazil,P1003,Notebook Set,4,6.76,27.04
INV797198,2024-11-25,CUST0001,Germany,P1014,Running Shoes,1,62.83,62.83
INV279374,2024-03-30,CUST0795,Australia,P1006,Coffee Mug,3,8.07,24.21
INV629281,2023-01-27,CUST0103,India,P1013,Sticky Notes Pack,5,4.2,21.0
INV357265,2023-07-08,CUST0414,Australia,P1003,Notebook Set,5,6.61,33.05
INV647690,2024-01-14,CUST0103,India,P1006,Coffee Mug,4,8.05,32.2
INV239879,2024-02-08,CUST0021,Brazil,P1008,Water Bottle,2,11.23,22.46
INV622759,2024-05-16,CUST0004,India,P1002,Bluetooth Speaker,4,34.66,138.64
INV284364,2024-12-03,CUST0071,Germany,P1011,Table Lamp,4,26.78,107.12
INV652679,2023-12-08,CUST0435,India,P1005,Office Chair,5,89.75,448.75
INV427258,2024-06-13,CUST0338,Usa,P1007,Yoga Mat,3,19.06,57.18
INV296712,2024-12-14,CUST0630,India,P1002,Bluetooth Speaker,5,35.38,176.9
INV496873,2024-09-10,CUST0365,Usa,P1002,Bluetooth Speaker,2,33.44,66.88
INV320014,2023-07-19,CUST0350,France,P1003,Notebook Set,1,6.57,6.57
INV458761,2023-01-01,CUST0725,Uk,P1011,Table Lamp,1,27.41,27.41
INV242290,2023-12-01,CUST0318,Brazil,P1010,Phone Case,5,9.72,48.6
INV796536,2024-12-04,CUST0345,France,P1006,Coffee Mug,1,8.45,8.45
INV483014,2023-10-03,CUST0169,Brazil,P1007,Yoga Mat,1,19.17,19.17
INV385529,2024-12-12,CUST0498,Brazil,P1003,Notebook Set,3,6.85,20.55
INV978077,2024-05-27,CUST0337,Germany,P1015,Winter Jacket,3,116.02,348.06
INV133082,2024-06-14,CUST0491,Australia,P1013,Sticky Notes Pack,3,4.04,12.12
INV151564,2023-08-01,CUST0687,France,P1006,Coffee Mug,2,8.42,16.84
INV382305,2024-02-13,CUST0191,France,P1003,Notebook Set,2,7.08,14.16
INV556960,2024-05-18,CUST0091,Brazil,P1012,Gaming Headset,2,57.46,114.92
INV195657,2023-04-16,CUST0117,Germany,P1011,Table Lamp,4,28.66,114.64
INV718252,2024-11-23,CUST0126,Brazil,P1005,Office Chair,4,86.55,346.2
INV301987,2024-12-01,CUST0210,Usa,P1004,Desk Lamp,2,22.38,44.76
INV104249,2024-03-17,CUST0348,Australia,P1013,Sticky Notes Pack,1,4.13,4.13
INV915181,2024-12-05,CUST0533,Usa,P1015,Winter Jacket,5,115.0,575.0
INV314384,2024-07-28,CUST0130,Germany,P1005,Office Chair,1,91.02,91.02
INV235349,2024-08-17,CUST0042,Uk,P1013,Sticky Notes Pack,1,4.19,4.19
INV890905,2024-07-08,CUST0399,France,P1009,Backpack,2,47.03,94.06
INV604595,2023-01-01,CUST0288,Brazil,P1004,Desk Lamp,1,22.65,22.65
INV789284,2023-11-01,CUST0631,France,P1008,Water Bottle,3,11.7,35.1
INV394993,2023-01-01,CUST0665,India,P1011,Table Lamp,3,26.41,79.23
INV911291,2024-10-26,CUST0192,Canada,P1007,Yoga Mat,1,19.22,19.22
INV329015,2024-04-05,CUST0094,France,P1007,Yoga Mat,1,20.04,20.04
INV496873,2024-09-10,CUST0365,Usa,P1006,Coffee Mug,5,8.24,41.2
INV836024,2023-01-01,CUST0250,Uk,P1001,Wireless Mouse,3,15.98,47.94
INV809932,2024-09-28,CUST0019,Australia,P1010,Phone Case,4,9.64,38.56
INV513291,2023-06-22,CUST0373,Brazil,P1015,Winter Jacket,1,119.12,119.12
INV858623,2024-12-09,CUST0528,Australia,P1014,Running Shoes,1,64.81,64.81
INV275704,2024-04-10,CUST0400,Uk,P1002,Bluetooth Speaker,3,33.05,99.15
INV265127,2024-06-01,CUST0596,Australia,P1009,Backpack,5,46.82,234.1
INV916984,2024-09-30,CUST0097,Brazil,P1010,Phone Case,3,10.19,30.57
INV529014,2024-12-16,CUST0076,India,P1012,Gaming Headset,2,55.16,110.32
INV665575,2023-09-11,CUST0264,France,P1013,Sticky Notes Pack,5,4.25,21.25
INV334649,2024-03-06,CUST0630,India,P1002,Bluetooth Speaker,5,32.87,164.35
INV474173,2024-12-17,CUST0454,Canada,P1002,Bluetooth Speaker,5,33.19,165.95
INV622117,2024-08-30,CUST0049,France,P1006,Coffee Mug,2,8.59,17.18
INV572208,2024-12-29,CUST0328,Uk,P1009,Backpack,3,46.46,139.38
INV661329,2024-02-23,CUST0111,Canada,P1005,Office Chair,1,89.13,89.13
INV337570,2023-06-11,CUST0675,Canada,P1008,Water Bottle,3,11.96,35.88
INV242323,2024-04-15,CUST0681,Germany,P1002,Bluetooth Speaker,1,33.74,33.74
